seq_id,PCR1,PCR2
001723,511,512
001724,469,1200
001725,303,66
001726,484,260
001727,319,322
001728,720,424
001729,1138,784
001730,639,270
001731,198,298
001732,271,6
001733,390,264
001734,278,4
001735,937,171
001736,380,231
001737,252,1244
001738,574,712
001739,343,682
001740,320,137
001741,394,352
001742,561,364
001743,1370,2246
001744,734,103
001745,695,3
001746,602,121
001747,1082,870
001748,531,476
001749,231,601
001750,559,5
001751,539,726
001752,551,118
001753,621,22
001754,602,146
001755,296,0
001756,732,553
001757,796,405
001758,196,649
001759,259,241
001760,306,78
001761,444,458
001762,335,18
001763,187,929
001764,345,455
001765,273,1074
001766,370,228
001767,181,33
001768,367,50
001769,529,94
001770,403,417
001771,343,425
001772,150,0
001773,523,272
001774,770,506
001775,174,89
001776,1459,829
001777,292,123
001778,293,0
001779,639,973
001780,206,1
001781,355,88
001782,709,190
001783,288,234
001784,152,0
001785,737,805
001786,676,694
001787,262,220
001788,574,238
001789,486,114
001790,482,249
001791,1046,268
001792,1548,1358
001793,716,491
001794,1326,619
001795,943,452
001796,856,2422
001797,190,2
001798,775,765
001799,142,0
001800,357,197
001801,225,661
001802,571,1234
001803,280,97
001804,240,621
001805,651,305
001806,223,85
001807,302,441
001808,167,903
001809,242,2
001810,487,718
001811,321,36
001812,470,445
001813,589,402
001814,388,155
001815,641,441
001816,269,1218
001817,491,1637
001818,412,153
001819,363,1178
001820,419,364
001821,301,375
001822,463,1
001823,460,26
001824,439,445
001825,318,357
001826,512,155
001827,737,61
001828,146,0
001829,589,751
001830,340,73
001831,407,167
001832,332,82
001833,265,311
001834,254,0
001835,284,246
001836,352,24
001837,263,123
001838,494,1284
001839,166,93
001840,558,282
001841,542,11
001842,80,78
001843,358,667
001844,530,16
001845,229,1005
001846,561,1269
001847,2047,1824
001848,1144,182
001849,302,0
001850,345,440
001851,757,371
001852,383,410
001853,557,96
001854,1220,820
001855,926,1603
001856,628,48
001857,500,479
001858,356,0
001859,593,315
001860,554,426
001861,329,446
001862,542,19
001863,179,1467
001864,189,0
001865,544,1302
001866,355,86
001867,477,781
001868,286,312
001869,348,1360
001870,365,4
001871,728,1107
001872,316,230
001873,365,233
001874,287,316
001875,330,307
001876,278,350
001877,843,14
001878,646,347
001879,1161,1561
001880,1188,1332
001881,460,213
001882,172,97
001883,493,542
001884,357,143
001885,239,76
001886,612,911
001887,261,742
001888,192,31
001889,359,10
001890,144,0
001891,156,2
001892,257,1
001893,201,8
001894,485,1068
001895,207,79
001896,479,862
001897,342,544
001898,109,3
001899,735,47
001900,285,43
001901,504,505
001902,776,161
001903,890,510
001904,452,791
001905,316,227
001906,591,5
001907,636,289
001908,586,40
001909,241,0
001910,820,573
001911,332,70
001912,275,266
001913,810,485
001914,601,108
001915,655,0
001916,331,91
001917,425,0
001918,276,103
001919,309,312
001920,457,222
001921,451,826
001922,374,293
001923,200,44
001924,470,286
001925,165,1649
001926,413,519
001927,217,452
001928,143,0
001929,508,135
001930,447,593
001931,307,355
001932,238,660
001933,681,735
001934,370,386
001935,262,10
001936,384,219
001937,240,56
001938,242,0
001939,211,192
001940,396,0
001941,374,80
001942,1107,2226
001943,412,375
001944,365,26
001945,510,276
001946,766,1234
001947,407,1599
001948,531,335
001949,273,423
001950,411,687
001951,683,1545
001952,83,41
001953,805,531
001954,366,17
001955,385,28
001956,242,702
001957,258,0
001958,161,0
001959,795,1455
001960,520,73
001961,234,38
001962,313,229
001963,156,5
001964,819,987
001965,231,0
001966,837,181
001967,745,212
001968,493,817
001969,482,437
001970,733,495
001971,479,242
001972,132,251
001973,615,774
001974,577,253
001975,378,316
001976,316,286
001977,392,431
001978,414,452
001979,504,408
001980,276,643
001981,184,0
001982,175,216
001983,293,13
001984,747,700
001985,607,677
001986,203,12
001987,99,0
001988,145,12
001989,255,544
001990,374,280
001991,427,589
001992,547,325
001993,500,95
001994,715,136
001995,491,7
001996,377,452
001997,393,1000
001998,378,416
001999,560,223
002000,520,88
002001,649,226
002002,596,674
002003,660,372
002004,530,490
002005,151,174
002006,689,1387
002007,260,2
002008,295,44
002009,345,157
002010,246,432
002011,326,280
002012,233,106
002013,454,1066
002014,228,364
002015,262,72
002016,319,160
002017,317,0
002018,258,235
002019,1101,365
002020,399,325
002021,482,302
002022,834,284
002023,468,296
002024,414,0
002025,329,30
002026,259,283
002027,141,0
002028,599,6
002029,134,5
002030,312,2
002031,466,195
002032,485,718
002033,509,90
002034,600,100
002035,603,1500
002036,483,158
002037,260,63
002038,222,135
002039,467,374
002040,307,0
002041,325,2
002042,428,87
002043,236,574
002044,323,236
002045,480,643
002046,464,759
002047,155,749
002048,252,580
002049,408,4
002050,374,1452
002051,692,303
002052,459,297
002053,336,86
002054,401,60
002055,311,170
002056,141,8
002057,466,803
002058,741,946
002059,245,92
002060,608,1247
002061,135,17
002062,563,760
002063,450,428
002064,213,330
002065,425,52
002066,260,41
002067,580,746
002068,286,270
002069,180,12
002070,1261,2183
002071,511,459
002072,269,47
002073,284,1076
002074,399,240
002075,308,151
002076,594,520
002077,135,872
002078,303,598
002079,255,185
002080,533,263
002081,1116,414
002082,211,6
002083,550,184
002084,487,437
002085,418,1349
002086,382,257
002087,268,4
002088,242,114
002089,185,0
002090,309,4
002091,244,781
002092,349,1214
002093,401,357
002094,437,597
002095,1001,864
002096,150,0
002097,343,21
002098,511,1682
002099,270,241
002100,310,193
002101,1130,1069
002102,367,74
002103,793,552
002104,506,199
002105,756,1222
002106,349,427
002107,259,237
002108,1222,1140
002109,237,160
002110,398,141
002111,249,5
002112,343,0
002113,514,751
002114,489,233
002115,300,576
002116,368,123
002117,828,261
002118,507,1616
002119,208,0
002120,660,151
002121,237,216
002122,790,286
002123,342,517
002124,783,226
002125,402,109
002126,836,747
002127,361,289
002128,111,2
002129,341,56
002130,480,616
002131,601,798
002132,290,103
002133,392,538
002134,197,13
002135,500,2
002136,456,268
002137,558,1906
002138,501,589
002139,186,13
002140,227,4
002141,637,190
002142,392,0
002143,1490,1353
002144,319,118
002145,270,4
002146,505,321
002147,319,1561
002148,168,440
002149,362,1503
002150,599,189
002151,246,117
002152,380,258
002153,453,476
002154,457,443
002155,235,144
002156,90,3
002157,859,1189
002158,370,562
002159,308,38
002160,295,624
002161,421,281
002162,194,30
002163,1485,1405
002164,723,162
002165,468,218
002166,682,353
002167,340,177
002168,699,1053
002169,265,573
002170,552,858
002171,360,0
002172,445,11
002173,171,0
002174,505,165
002175,789,1167
002176,273,0
002177,396,241
002178,192,2
002179,422,262
002180,193,99
002181,497,865
002182,183,437
002183,597,143
002184,215,71
002185,208,4
002186,454,253
002187,177,1
002188,279,79
002189,373,345
002190,1486,2968
002191,362,0
002192,148,201
002193,957,881
002194,725,404
002195,892,1854
002196,288,433
002197,521,833
002198,636,804
002199,346,66
002200,188,1387
002201,1104,4285
002202,675,85
002203,723,1137
002204,358,40
002205,339,260
002206,114,220
002207,573,1095
002208,343,219
002209,630,536
002210,332,0
002211,411,185
002212,411,559
002213,328,86
002214,362,17
002215,340,96
002216,421,502
002217,407,141
002218,196,547
002219,104,0
002220,505,1118
002221,731,386
002222,435,1289
002223,313,559
002224,137,43
002225,373,632
002226,708,2465
002227,310,5
002228,640,979
002229,745,1949
002230,347,2
002231,489,62
002232,86,0
002233,287,131
002234,265,11
002235,1945,794
002236,328,304
002237,197,43
002238,678,1219
002239,1039,1255
002240,907,223
002241,896,885
002242,112,5
002243,318,94
002244,274,131
002245,316,128
002246,166,18
002247,365,251
002248,180,62
002249,414,26
002250,1137,963
002251,203,519
002252,335,816
002253,406,950
002254,1013,15
002255,408,2
002256,455,824
002257,158,102
002258,212,322
002259,239,8
002260,498,313
002261,627,385
002262,247,287
002263,109,0
002264,450,22
002265,222,160
002266,542,180
002267,289,590
002268,308,516
002269,663,1068
002270,408,136
002271,286,548
002272,318,160
002273,525,456
002274,389,850
002275,252,2
002276,492,0
002277,397,796
002278,274,61
002279,732,2081
002280,389,293
002281,269,23
002282,352,0
002283,630,275
002284,92,0
002285,111,64
002286,563,337
002287,400,509
002288,473,64
002289,239,0
002290,633,375
002291,229,1
002292,183,1239
002293,745,2151
002294,637,393
002295,425,72
002296,537,68
002297,283,989
002298,423,273
002299,498,515
002300,488,174
002301,323,414
002302,253,828
002303,250,301
002304,857,855
002305,368,36
002306,743,1558
002307,596,1205
002308,318,97
002309,387,245
002310,1415,344
002311,239,537
002312,660,1168
002313,215,2
002314,517,325
002315,185,191
002316,395,948
002317,632,181
002318,399,178
002319,223,56
002320,253,6
002321,497,157
002322,603,2056
002323,204,0
002324,167,205
002325,394,116
002326,1535,740
002327,277,329
002328,777,955
002329,507,992
002330,328,16
002331,575,78
002332,202,71
002333,703,907
002334,888,255
002335,90,63
002336,556,681
002337,222,0
002338,118,0
002339,264,87
002340,256,416
002341,427,0
002342,316,132
002343,510,110
002344,249,252
002345,297,361
002346,324,992
002347,151,0
002348,203,0
002349,427,215
002350,476,261
002351,227,0
002352,240,74
002353,679,843
002354,356,14
002355,418,164
002356,229,508
002357,298,352
002358,334,52
002359,189,42
002360,806,884
002361,822,330
002362,483,636
002363,644,98
002364,276,0
002365,255,421
002366,217,757
002367,495,18
002368,298,149
002369,403,7
002370,250,0
002371,468,1921
002372,1163,344
002373,279,0
002374,278,71
002375,347,472
002376,96,49
002377,961,777
002378,982,431
002379,277,47
002380,135,0
002381,512,1494
002382,628,438
002383,484,594
002384,250,292
002385,199,25
002386,148,100
002387,419,240
002388,1133,491
002389,463,619
002390,434,1060
002391,444,34
002392,340,84
002393,180,53
002394,229,360
002395,514,4
002396,217,20
002397,422,1195
002398,307,0
002399,205,229
002400,272,81
002401,358,418
002402,256,225
002403,462,395
002404,1261,2090
002405,396,283
002406,290,363
002407,317,147
002408,579,248
002409,412,432
002410,516,561
002411,375,7
002412,131,0
002413,322,633
002414,499,431
002415,186,593
002416,118,71
002417,309,1068
002418,453,199
002419,630,287
002420,311,158
002421,145,425
002422,184,26
002423,210,0
002424,566,49
002425,270,65
002426,327,455
002427,422,1505
002428,414,667
002429,272,291
002430,434,533
002431,189,6
002432,269,10
002433,236,264
002434,348,62
002435,616,2
002436,836,298
002437,634,238
002438,742,1567
002439,236,31
002440,665,624
002441,444,397
002442,216,374
002443,339,236
002444,356,121
002445,154,769
002446,407,155
002447,235,376
002448,410,5
002449,304,28
002450,606,685
002451,422,512
002452,557,724
002453,305,1
002454,568,570
002455,269,165
002456,86,11
002457,271,1243
002458,958,441
002459,314,547
002460,252,514
002461,355,255
002462,447,194
002463,190,54
002464,418,134
002465,182,172
002466,171,1
002467,1114,1087
002468,630,196
002469,190,358
002470,359,208
002471,217,1
002472,267,12
002473,339,284
002474,944,274
002475,369,13
002476,151,10
002477,124,144
002478,1033,890
002479,635,1088
002480,294,474
002481,236,195
002482,898,297
002483,699,483
002484,247,434
002485,319,208
002486,431,756
002487,1197,1403
002488,261,248
002489,352,1070
002490,449,181
002491,281,0
002492,374,111
002493,320,291
002494,401,207
002495,789,942
002496,732,586
002497,424,198
002498,385,94
002499,281,715
002500,468,8
002501,704,487
002502,839,650
002503,285,491
002504,432,158
002505,654,663
002506,1074,1281
002507,263,528
002508,417,26
002509,808,1745
002510,547,1262
002511,314,0
002512,989,146
002513,481,51
002514,216,71
002515,465,997
002516,893,805
002517,423,599
002518,526,695
002519,303,346
002520,361,2
002521,248,291
002522,206,680
002523,1710,2140
002524,336,51
002525,149,0
002526,516,117
002527,133,469
002528,1331,2002
002529,225,1284
002530,179,2
002531,318,12
002532,351,621
002533,895,2532
002534,427,454
002535,381,443
002536,646,344
002537,347,112
002538,683,141
002539,700,559
002540,222,237
002541,386,587
002542,471,270
002543,712,848
002544,580,930
002545,584,219
002546,916,686
002547,243,2
002548,169,530
002549,745,591
002550,304,694
002551,425,1
002552,854,315
002553,931,643
002554,619,312
002555,701,125
002556,300,715
002557,437,166
002558,1028,703
002559,1384,1896
002560,551,40
002561,240,2003
002562,269,20
002563,514,309
002564,332,2
002565,662,641
002566,330,0
002567,1052,201
002568,159,0
002569,472,0
002570,408,1020
002571,303,465
002572,492,853
002573,549,860
002574,132,4
002575,619,637
002576,133,0
002577,1535,1083
002578,244,62
002579,244,400
002580,492,2833
002581,425,205
002582,314,627
002583,358,9
002584,278,212
002585,964,1469
002586,270,168
002587,711,48
002588,383,856
002589,380,32
002590,286,104
002591,561,292
002592,126,7
002593,168,6
002594,412,142
002595,146,3
002596,337,168
002597,717,334
002598,254,0
002599,824,1509
002600,325,461
002601,441,0
002602,255,404
002603,209,178
002604,139,569
002605,591,1406
002606,217,1830
002607,490,355
002608,331,249
002609,545,0
002610,337,469
002611,653,60
002612,120,388
002613,876,836
002614,307,230
002615,340,429
002616,141,432
002617,132,20
002618,835,1094
002619,528,2
002620,201,490
002621,181,145
002622,422,19
002623,125,371
002624,533,390
002625,154,11
002626,292,12
002627,289,129
002628,412,538
002629,659,795
002630,386,369
002631,951,750
002632,399,144
002633,340,11
002634,220,0
002635,320,54
002636,217,0
002637,233,294
002638,511,66
002639,784,1846
002640,409,495
002641,584,561
002642,446,1213
002643,537,261
002644,664,112
002645,448,130
002646,667,377
002647,158,193
002648,566,528
002649,875,836
002650,410,1349
002651,199,385
002652,82,457
002653,238,4
002654,562,552
002655,335,695
002656,532,56
002657,943,434
002658,714,971
002659,388,271
002660,273,538
002661,719,289
002662,530,326
002663,470,239
002664,457,214
002665,273,0
002666,166,327
002667,400,1041
002668,297,497
002669,98,2
002670,320,1
002671,415,1422
002672,624,286
002673,408,118
002674,292,44
002675,395,158
002676,1587,322
002677,689,381
002678,766,489
002679,367,587
002680,933,2232
002681,284,282
002682,411,129
002683,361,575
002684,419,568
002685,314,105
002686,224,13
002687,325,608
002688,280,233
002689,444,876
002690,530,490
002691,490,1099
002692,492,677
002693,367,915
002694,437,55
002695,296,13
002696,776,320
002697,154,70
002698,275,0
002699,497,131
002700,530,106
002701,133,0
002702,190,2
002703,213,374
002704,291,21
002705,301,434
002706,250,231
002707,1748,2560
002708,480,392
002709,400,488
002710,241,264
002711,490,163
002712,162,55
002713,406,680
002714,468,295
002715,681,642
002716,410,304
002717,342,13
002718,757,14
002719,200,20
002720,273,7
002721,218,303
002722,568,175
002723,595,1430
002724,414,652
002725,216,28
002726,392,116
002727,272,503
002728,240,0
002729,425,351
002730,790,533
002731,440,570
002732,277,733
002733,201,118
002734,498,0
002735,244,802
002736,562,749
002737,265,108
002738,335,10
002739,336,871
002740,486,521
002741,295,477
002742,533,2192
002743,837,2219
002744,460,595
002745,366,287
002746,252,294
002747,390,106
002748,483,141
002749,96,274
002750,858,471
002751,620,630
002752,228,9
002753,51,0
002754,572,363
002755,260,179
002756,290,352
002757,267,517
002758,194,83
002759,253,507
002760,387,422
002761,228,9
002762,413,0
002763,719,844
002764,743,331
002765,314,27
002766,651,242
002767,439,621
002768,801,374
002769,636,820
002770,611,24
002771,216,859
002772,198,1907
002773,254,192
002774,530,537
002775,1533,2006
002776,652,0
002777,153,69
002778,801,1788
002779,297,1117
002780,117,114
002781,448,277
002782,694,1052
002783,623,634
002784,531,91
002785,714,263
002786,283,1196
002787,736,155
002788,387,345
002789,180,3
002790,56,0
002791,472,145
002792,282,4
002793,688,256
002794,317,181
002795,265,11
002796,160,312
002797,366,418
002798,269,7
002799,589,195
002800,916,303
002801,231,309
002802,538,622
002803,502,597
002804,442,1865
002805,235,11
002806,232,10
002807,365,0
002808,312,97
002809,864,1009
002810,442,325
002811,144,563
002812,134,9
002813,871,844
002814,253,234
002815,451,530
002816,868,517
002817,525,16
002818,531,1028
002819,268,166
002820,323,4
002821,1191,1129
002822,314,1104
002823,204,4
002824,484,491
002825,560,503
002826,802,936
002827,249,0
002828,592,190
002829,158,2
002830,559,252
002831,249,105
002832,771,178
002833,524,11
002834,827,150
002835,357,0
002836,436,248
002837,165,196
002838,175,642
002839,337,430
002840,357,439
002841,864,454
002842,315,188
002843,291,71
002844,351,315
002845,315,405
002846,954,81
002847,688,102
002848,537,310
002849,174,0
002850,440,900
002851,253,11
002852,348,364
002853,595,719
002854,286,14
002855,344,41
002856,360,0
002857,791,281
002858,293,59
002859,406,272
002860,411,72
002861,231,6
002862,358,304
002863,211,226
002864,522,87
002865,730,1616
002866,167,53
002867,601,1259
002868,525,700
002869,438,60
002870,765,859
002871,330,229
002872,752,724
002873,363,94
002874,280,709
002875,273,691
002876,317,566
002877,195,21
002878,1020,1239
002879,212,313
002880,607,1776
002881,152,445
002882,206,105
002883,326,193
002884,259,135
002885,325,366
002886,297,108
002887,386,21
002888,121,974
002889,397,838
002890,396,512
002891,66,65
002892,295,894
002893,609,496
002894,673,575
002895,402,0
002896,209,47
002897,332,174
002898,1050,481
002899,130,2076
002900,445,67
002901,437,462
002902,639,639
002903,243,172
002904,355,89
002905,1412,906
002906,185,0
002907,665,733
002908,275,806
002909,701,482
002910,226,0
002911,538,223
002912,351,0
002913,198,106
002914,601,79
002915,156,79
002916,290,801
002917,422,178
002918,492,712
002919,587,928
002920,1252,242
002921,347,108
002922,829,569
002923,640,1112
002924,342,173
002925,376,622
002926,312,5
002927,955,108
002928,404,311
002929,310,122
002930,641,1471
002931,274,76
002932,699,299
002933,867,37
002934,332,259
002935,451,10
002936,155,6
002937,546,402
002938,334,17
002939,366,323
002940,311,446
002941,259,536
002942,468,6
002943,162,18
002944,307,893
002945,486,61
002946,209,356
002947,197,2
002948,252,6
002949,1930,1199
002950,287,36
002951,737,632
002952,573,158
002953,566,736
002954,299,266
002955,202,370
002956,208,3
002957,424,379
002958,700,1183
002959,1052,2401
002960,501,964
002961,621,2912
002962,497,310
002963,262,0
002964,288,323
002965,774,2417
002966,683,407
002967,1060,2542
002968,537,250
002969,348,0
002970,465,0
002971,311,13
002972,291,36
002973,170,2
002974,341,132
002975,266,539
002976,335,2
002977,420,761
002978,789,764
002979,398,181
002980,899,298
002981,272,819
002982,436,23
002983,224,0
002984,223,169
002985,394,314
002986,965,47
002987,485,376
002988,190,0
002989,696,457
002990,136,507
002991,457,411
002992,736,917
002993,1161,532
002994,751,712
002995,832,833
002996,331,6
002997,95,3
002998,1112,880
002999,350,4
003000,868,1102
003001,692,254
003002,1495,1298
003003,233,51
003004,556,403
003005,646,476
003006,642,1110
003007,732,824
003008,249,411
003009,211,26
003010,388,166
003011,232,374
003012,624,331
003013,225,580
003014,336,552
003015,489,293
003016,282,244
003017,129,559
003018,229,18
003019,217,74
003020,781,1138
003021,413,700
003022,243,37
003023,293,379
003024,328,86
003025,512,224
003026,418,846
003027,627,411
003028,485,697
003029,172,459
003030,295,306
003031,559,272
003032,200,0
003033,353,196
003034,684,320
003035,440,0
003036,645,537
003037,328,320
003038,176,24
003039,460,126
003040,338,2
003041,155,125
003042,115,0
003043,397,315
003044,727,10
003045,622,1098
003046,246,259
003047,232,2
003048,228,230
003049,254,217
003050,172,62
003051,181,133
003052,184,0
003053,309,121
003054,514,685
003055,384,436
003056,213,157
003057,372,399
003058,307,1762
003059,293,0
003060,507,1798
003061,363,310
003062,255,7
003063,257,27
003064,428,111
003065,104,92
003066,282,307
003067,279,125
003068,345,197
003069,352,634
003070,627,417
003071,279,504
003072,1188,993
003073,520,644
003074,216,340
003075,526,792
003076,213,372
003077,305,18
003078,231,371
003079,472,281
003080,336,2069
003081,362,344
003082,406,325
003083,631,138
003084,552,938
003085,773,480
003086,243,0
003087,768,1098
003088,249,241
003089,237,0
003090,197,88
003091,467,197
003092,522,532
003093,258,279
003094,287,313
003095,611,56
003096,894,586
003097,408,983
003098,243,145
003099,612,710
003100,295,428
003101,318,222
003102,436,22
003103,431,147
003104,958,115
003105,916,196
003106,229,21
003107,812,103
003108,286,340
003109,694,409
003110,359,412
003111,475,88
003112,276,205
003113,199,4
003114,1865,544
003115,674,296
003116,139,0
003117,348,22
003118,798,1048
003119,1110,716
003120,280,387
003121,407,196
003122,294,95
003123,389,152
003124,176,10
003125,217,6
003126,469,441
003127,242,0
003128,925,452
003129,593,359
003130,648,36
003131,229,68
003132,238,422
003133,319,241
003134,451,38
003135,269,22
003136,541,612
003137,577,503
003138,239,0
003139,281,0
003140,371,9
003141,393,537
003142,360,5
003143,424,0
003144,610,1072
003145,410,796
003146,332,10
003147,274,714
003148,235,0
003149,1175,825
003150,675,232
003151,686,2362
003152,673,254
003153,877,1496
003154,638,371
003155,754,867
003156,473,138
003157,378,129
003158,587,265
003159,219,83
003160,227,0
003161,477,1066
003162,271,48
003163,273,1052
003164,281,257
003165,491,1272
003166,682,430
003167,135,11
003168,280,4
003169,131,30
003170,687,254
003171,463,668
003172,537,410
003173,529,64
003174,367,255
003175,533,506
003176,930,534
003177,354,372
003178,330,132
003179,144,6
003180,199,242
003181,295,88
003182,2492,2472
003183,294,7
003184,232,677
003185,209,161
003186,376,516
003187,1053,755
003188,586,722
003189,326,137
003190,724,453
003191,981,897
003192,231,650
003193,271,491
003194,348,255
003195,1303,1511
003196,623,205
003197,888,505
003198,627,349
003199,215,0
003200,233,506
003201,170,0
003202,302,77
003203,420,142
003204,179,28
003205,952,1318
003206,551,53
003207,873,542
003208,236,0
003209,133,0
003210,836,1510
003211,225,260
003212,165,115
003213,391,9
003214,371,155
003215,351,367
003216,339,387
003217,444,469
003218,363,401
003219,448,746
003220,685,273
003221,283,210
003222,259,449
003223,412,0
003224,990,767
003225,228,360
003226,479,27
003227,163,10
003228,558,476
003229,465,2545
003230,268,43
003231,229,95
003232,201,0
003233,370,71
003234,518,394
003235,337,118
003236,284,662
003237,242,771
003238,374,463
003239,259,163
003240,198,593
003241,234,185
003242,405,666
003243,239,77
003244,367,728
003245,98,55
003246,226,12
003247,393,280
003248,141,204
003249,112,165
003250,282,171
003251,150,242
003252,906,332
003253,499,150
003254,332,1381
003255,965,1117
003256,597,582
003257,240,53
003258,167,139
003259,344,4
003260,330,218
003261,150,198
003262,401,9
003263,297,302
003264,961,907
003265,802,2162
003266,262,119
003267,356,238
003268,291,537
003269,113,0
003270,381,335
003271,162,1471
003272,219,6
003273,287,314
003274,752,1042
003275,222,325
003276,206,392
003277,455,623
003278,315,204
003279,357,265
003280,126,394
003281,476,259
003282,366,1008
003283,255,1003
003284,605,25
003285,81,0
003286,725,459
003287,284,497
003288,772,384
003289,167,66
003290,207,46
003291,656,175
003292,501,109
003293,289,491
003294,274,237
003295,416,368
003296,174,10
003297,157,2
003298,389,77
003299,277,286
003300,892,825
003301,185,15
003302,91,16
003303,126,120
003304,443,662
003305,317,3
003306,302,137
003307,604,367
003308,367,24
003309,219,0
003310,452,533
003311,508,866
003312,308,186
003313,351,0
003314,558,76
003315,68,214
003316,1608,515
003317,331,205
003318,557,86
003319,189,117
003320,763,436
003321,673,335
003322,439,259
003323,484,498
003324,252,0
003325,280,168
003326,209,12
003327,1093,956
003328,509,837
003329,341,343
003330,467,240
003331,143,213
003332,183,296
003333,212,158
003334,327,354
003335,100,97
003336,344,312
003337,213,327
003338,857,130
003339,232,44
003340,465,407
003341,219,281
003342,711,297
003343,311,229
003344,232,0
003345,221,72
003346,146,3
003347,149,2
003348,590,251
003349,646,751
003350,365,702
003351,703,886
003352,323,151
003353,184,305
003354,443,225
003355,226,717
003356,273,283
003357,1309,1865
003358,424,414
003359,535,343
003360,279,73
003361,307,270
003362,179,0
003363,198,12
003364,323,691
003365,130,0
003366,537,3
003367,437,207
003368,83,0
003369,341,128
003370,835,553
003371,503,320
003372,78,54
003373,319,380
003374,632,137
003375,629,93
003376,444,755
003377,177,0
003378,267,417
003379,137,336
003380,432,736
003381,300,210
003382,304,106
003383,796,582
003384,261,2
003385,510,297
003386,123,82
003387,378,38
003388,129,138
003389,249,202
003390,283,296
003391,347,0
003392,427,0
003393,83,22
003394,156,0
003395,384,317
003396,802,4
003397,322,206
003398,90,0
003399,309,181
003400,470,377
003401,331,111
003402,362,15
003403,131,91
003404,783,258
003405,62,0
003406,444,488
003407,248,1224
003408,243,15
003409,575,793
003410,411,137
003411,821,643
003412,585,348
003413,182,132
003414,249,558
003415,660,395
003416,664,0
003417,352,6
003418,411,483
003419,550,84
003420,291,534
003421,194,4
003422,148,0
003423,167,0
003424,553,413
003425,1121,289
003426,405,63
003427,339,1
003428,528,149
003429,629,151
003430,690,431
003431,214,3
003432,260,0
003433,603,86
003434,337,343
003435,249,0
003436,385,155
003437,141,281
003438,249,27
003439,351,859
003440,269,438
003441,398,109
003442,682,278
003443,645,49
003444,113,0
003445,737,751
003446,503,238
